AT,V,AP,RH
28.83,72.43,1006.69,67.04
6.29,43.65,1020.68,70.14
19.68,51.19,1008.64,94.88
13.31,40.03,1017.73,84.48
26.24,51.43,1011.32,59.52
32.51,69.98,1013.29,54.07
21.79,61.45,1011.11,91.78
19.18,50.12,1005.99,100.09
7.61,38.06,1021.16,83.22
14.43,43.5,1021.86,83.14
10.77,41.54,1019.94,71.13
30.12,69.68,1012.89,60.64
14.22,48.6,1006.26,88.05
10.74,44.85,1014.25,71.61
21.05,58.33,1013.14,66.34
7.91,37.8,1020.59,61.0
9.14,42.44,1014.48,92.03
27.98,58.33,1013.92,54.25
29.05,75.6,1017.63,51.16
26.63,64.44,1012.66,61.19
10.9,39.64,1010.58,64.88
23.36,74.93,1016.57,71.91
11.48,41.2,1012.88,90.04
12.42,43.8,1023.13,79.8
27.89,73.21,1001.32,85.88
14.41,40.71,1016.78,69.77
24.1,68.61,1010.97,74.87
19.78,44.71,1015.7,29.43
26.51,67.25,1017.85,64.17
7.23,41.22,1015.23,98.04
9.38,40.46,1019.29,75.77
12.99,40.55,1007.52,94.15
29.16,73.17,1010.96,67.77
15.49,40.89,1007.16,82.16
12.88,40.64,1020.76,92.58
12.56,43.41,1016.93,81.02
14.66,40.73,1017.45,88.57
13.7,44.47,1027.51,70.77
28.62,59.14,1016.36,53.1
12.14,40.83,1010.56,78.31
11.02,40.0,1015.75,74.83
23.46,72.43,1008.0,90.55
24.41,73.67,1007.39,86.92
29.83,71.98,1004.32,67.55
32.67,77.95,1014.62,50.73
23.48,66.44,1011.28,61.11
17.84,52.08,1006.65,100.09
19.69,56.65,1020.86,73.41
29.5,72.86,1004.63,52.17
11.17,39.72,1002.4,81.4
23.02,69.94,1007.94,64.66
18.6,41.67,1013.07,64.23
21.39,52.3,1009.2,79.77
8.31,40.46,1020.07,78.18
18.15,58.46,1017.42,88.24
28.45,69.23,1013.07,39.46
28.06,70.04,1009.89,66.07
18.63,50.16,1010.21,97.13
22.64,70.98,1005.71,95.65
29.45,64.96,1005.52,59.92
9.52,39.61,1021.18,73.78
27.75,66.51,1015.42,39.0
23.38,48.6,1004.45,69.19
11.39,43.72,1010.91,98.83
8.39,52.72,1026.06,86.76
14.56,41.76,1023.82,85.36
4.65,35.19,1018.23,94.78
14.84,44.63,1019.28,57.37
20.29,49.69,1008.94,69.91
27.15,73.9,1007.57,74.42
31.09,64.05,1011.32,61.14
14.96,39.31,1010.52,71.28
15.24,48.6,1007.08,86.49
23.1,60.08,1017.69,65.44
21.96,69.94,1011.09,80.27
20.58,50.78,1008.87,91.18
9.59,38.56,1017.52,61.89
22.59,60.32,1016.84,78.58
21.81,63.77,1014.28,83.66
17.83,43.72,1008.64,78.72
25.42,75.6,1017.39,77.63
19.08,41.1,1001.96,62.77
18.7,66.51,1015.14,79.23
12.87,45.51,1015.3,86.67
11.88,41.58,1016.56,90.18
15.99,43.34,1014.2,78.66
9.55,38.08,1019.34,68.38
33.37,79.05,1007.19,62.64
10.08,37.92,1010.47,66.37
8.28,40.77,1011.55,89.79
20.3,48.41,1007.48,89.66
24.31,67.79,1010.64,76.15
13.71,43.41,1015.45,69.26
24.67,68.14,1004.96,58.15
22.51,66.49,1014.59,63.03
18.94,47.83,1005.18,78.59
18.01,62.26,1011.89,89.29
22.86,58.96,1014.03,54.96
14.44,40.1,1015.51,79.78
25.56,69.13,1002.46,68.26
11.74,40.6,1013.91,90.57
5.52,42.85,1012.77,93.82
21.11,69.94,1004.37,84.26
22.71,48.06,1012.82,67.81
14.17,39.59,1010.99,94.08
29.35,69.04,1008.55,61.78
26.22,69.89,1015.46,76.63
15.92,41.2,1016.04,73.37
19.63,52.72,1025.09,51.16
15.4,38.73,1000.67,79.71
20.59,42.04,1009.78,62.77
10.42,39.96,1025.21,95.69
13.97,45.01,1017.44,89.15
28.69,67.25,1017.71,53.83
16.66,36.71,1013.68,70.66
8.7,39.72,1020.0,78.75
21.04,47.43,1007.15,64.82
18.31,42.23,1012.88,79.32
16.18,43.99,1021.97,80.96
15.41,44.78,1007.69,65.17
25.54,61.08,1013.14,71.15
19.2,54.2,1011.46,84.44
28.36,66.75,1017.71,52.6
5.42,41.38,1020.77,86.02
23.18,51.43,1011.56,81.83
15.61,41.2,1016.12,75.28
7.05,40.69,1020.53,89.67
13.49,44.47,1030.18,69.15
24.93,73.5,1011.28,83.09
10.64,41.04,1025.0,93.59
21.84,64.69,1007.57,77.34
17.68,53.16,1013.09,82.79
13.4,41.78,1010.2,64.57
21.98,58.79,1010.72,86.85
16.29,50.88,1013.79,99.15
19.89,69.48,1011.06,86.73
23.05,68.67,1006.69,76.43
10.82,37.5,1009.23,96.62
7.24,41.17,1020.35,80.56
12.68,40.69,1014.46,79.77
21.63,50.16,1005.7,84.84
9.93,39.04,1023.78,77.08
27.47,70.72,1009.97,74.62
31.41,74.16,1008.65,68.5
20.41,48.06,1012.62,76.21
28.59,75.08,1005.58,60.3
25.0,68.14,1005.35,57.13
33.96,68.94,1006.93,47.39
8.42,42.28,1008.4,87.78
35.03,68.27,1006.55,43.82
27.51,71.29,1009.43,76.92
10.12,41.78,1013.43,73.47
21.46,51.61,1010.91,76.41
30.69,74.16,1012.71,60.89
20.86,57.32,1010.24,76.64
22.3,50.78,1008.85,81.27
22.99,62.96,1019.6,65.05
30.17,75.08,1005.17,55.89
25.15,71.14,1011.68,70.33
25.9,47.45,1007.8,55.96
19.94,38.52,1018.4,55.9
13.46,44.71,1014.51,50.0
10.59,41.54,1019.94,73.88
9.55,40.67,1018.56,70.72
18.61,63.09,1019.37,83.08
32.18,65.74,1010.89,46.52
28.13,61.25,1013.12,62.57
9.45,43.5,1018.89,84.29
24.33,60.32,1015.49,59.95
20.68,63.86,1015.73,74.36
14.2,40.92,1022.26,71.71
25.24,63.47,1011.3,66.21
29.0,75.33,1001.6,71.43
29.35,71.58,1010.07,61.8
9.84,40.22,1009.5,85.38
11.7,43.41,1016.08,62.27
13.86,50.59,1019.2,97.22
10.37,37.5,1013.19,79.25
19.76,58.79,1017.37,89.09
12.16,40.81,1025.79,70.97
2.64,39.64,1011.02,85.24
28.01,65.34,1014.68,46.86
13.78,41.16,1021.65,75.77
6.42,35.57,1025.58,79.63
23.83,49.21,1012.93,46.79
22.03,64.69,1007.21,75.75
20.25,59.8,1015.3,82.69
17.34,44.06,1015.84,74.88
13.67,40.71,1016.19,66.15
10.06,34.69,1027.9,71.73
7.74,42.49,1009.07,90.11
9.33,39.96,1024.55,98.58
11.77,40.0,1021.08,85.08
15.12,48.92,1011.8,72.93
22.03,64.79,1017.95,76.2
18.0,43.7,1015.4,61.28
7.54,40.72,1023.82,85.15
4.08,35.19,1018.87,97.07
8.2,41.14,1025.24,96.26
21.45,60.84,1017.86,82.8
23.92,63.21,1012.52,86.51
10.29,41.74,1019.9,80.51
18.16,39.99,1008.13,68.5
28.41,75.6,1018.48,56.07
29.25,78.87,1012.05,84.28
13.12,39.18,1023.11,64.33
16.8,56.03,1020.65,85.26
28.91,58.33,1013.84,39.72
5.25,40.07,1019.48,67.7
20.72,63.94,1017.17,59.83
17.81,37.2,1011.98,67.27
14.47,48.79,1017.05,69.87
24.69,59.92,1010.12,80.58
9.82,41.26,1007.71,96.69
27.91,63.76,1010.27,65.67
29.53,77.54,1010.39,66.13
26.01,74.33,1015.69,81.22
10.11,41.62,1017.17,97.82
27.91,64.79,1017.7,48.29
27.76,65.59,1010.8,67.29
14.48,40.89,1011.39,82.18
14.07,40.78,1024.67,72.66
19.95,50.66,1013.21,81.98
3.85,35.47,1016.78,85.31
26.06,65.34,1014.07,57.63
22.38,49.3,1003.56,83.83
20.97,47.43,1007.64,71.18
23.36,73.18,1011.96,89.15
13.14,40.66,1016.47,94.76
24.23,58.79,1009.8,75.75
18.4,43.69,1016.59,52.44
12.41,39.28,1017.08,87.02
27.34,63.78,1016.5,48.4
19.77,54.42,1011.73,89.26
31.4,71.06,1008.44,74.77
12.27,49.83,1007.75,92.02
17.46,39.99,1008.52,69.73
9.88,40.71,1015.34,84.32
23.48,60.23,1011.91,79.48
17.01,50.9,1013.23,82.03
19.66,42.18,1001.51,95.75
21.11,65.94,1009.83,71.91
27.13,69.45,1013.9,51.16
30.01,62.34,1005.28,62.34
17.47,43.77,1012.25,76.78
24.45,65.12,1015.92,57.19
11.02,39.96,1025.64,93.58
16.44,53.16,1014.82,75.29
3.68,39.64,1011.31,84.05
22.7,66.44,1011.19,68.36
25.51,67.69,1004.53,80.03
14.44,40.8,1025.05,56.59
22.36,58.79,1016.69,73.6
16.57,63.31,1016.19,81.02
18.41,44.9,1008.97,73.81
15.25,41.17,1016.0,62.05
5.6,38.91,1019.31,85.33
23.76,61.5,1009.15,68.52
5.79,38.68,1017.19,70.46
21.59,61.87,1011.18,57.21
11.34,41.54,1020.25,75.83
22.21,61.5,1008.34,76.22
20.35,67.45,1015.14,69.22
14.01,43.34,1016.95,83.41
22.7,64.05,1012.65,89.69
15.98,42.99,1008.24,83.78
22.95,45.61,1013.65,73.92
8.99,36.66,1028.11,71.98
17.72,39.99,1007.34,72.3
27.77,63.9,1013.62,51.43
15.0,40.66,1016.28,89.62
26.93,72.99,1007.33,78.85
25.64,63.87,1017.14,49.25
22.61,45.38,1013.92,62.91
26.88,69.51,1012.76,45.03
14.94,41.35,1004.82,98.04
18.92,62.26,1012.05,85.99
28.5,71.32,1002.54,69.35
27.24,44.89,1009.61,51.89
21.34,51.61,1010.11,80.7
7.64,40.02,1031.58,71.19
23.99,68.12,1012.92,70.68
20.98,47.43,1007.39,68.15
24.43,65.27,1013.25,55.4
18.26,61.27,1019.1,74.74
13.09,39.85,1012.86,58.42
26.15,64.27,1013.03,59.77
7.94,40.6,1015.3,92.14
26.82,69.05,1004.62,40.0
25.23,60.84,1017.79,56.42
31.93,70.4,1005.27,73.71
29.31,64.84,1010.49,53.97
24.67,58.05,1011.31,69.95
30.75,73.5,1011.02,54.76
26.12,75.6,1017.41,72.31
31.2,73.17,1010.28,53.23
18.2,52.72,1025.87,54.26
11.54,40.77,1022.13,83.5
5.48,40.07,1019.63,65.62
21.5,50.59,1017.08,65.28
8.66,36.25,1028.22,86.96
28.24,64.69,1007.35,61.14
25.24,57.17,1010.44,74.0
24.6,49.3,1003.72,72.26
14.91,46.9,1019.59,98.1
10.72,41.17,1019.68,60.71
28.31,64.79,1016.58,60.88
32.87,70.8,1009.54,59.85
26.57,44.57,1007.76,50.39
24.17,71.58,1010.16,89.96
10.35,37.14,1013.37,69.26
9.41,41.54,1019.48,82.19
22.97,72.24,1011.15,95.85
32.42,65.74,1010.97,52.73
19.04,51.86,1018.05,79.01
5.97,36.25,1029.65,86.74
17.67,43.7,1015.26,58.76
22.74,61.02,1009.56,79.41
28.39,51.43,1011.74,47.54
16.85,42.24,1017.43,66.01
26.09,60.29,1017.72,50.83
23.07,49.02,1009.07,84.1
30.13,68.94,1005.88,40.71
12.07,40.81,1025.63,68.02
21.18,60.1,1011.02,78.19
32.84,74.67,1015.89,31.81
21.04,45.09,1014.19,40.62
17.02,51.86,1021.53,81.28
28.91,70.72,1009.7,67.5
26.51,50.05,1006.75,65.34
23.36,72.24,1010.99,94.41
33.6,77.17,1009.01,47.53
12.32,43.69,1016.26,83.18
5.62,40.62,1015.81,85.34
15.68,43.7,1015.09,58.96
19.22,65.06,1015.05,82.5
15.74,43.34,1013.38,81.45
32.92,69.05,1000.74,39.61
17.33,42.28,1007.97,50.33
23.08,74.78,1009.85,83.67
21.65,58.18,1008.33,95.28
19.41,64.45,1009.44,64.05
12.43,40.27,1007.08,61.56
6.25,40.07,1020.19,65.24
17.32,44.34,1019.52,56.24
22.67,64.15,1021.02,70.49
8.94,41.74,1022.55,90.74
27.69,65.34,1014.31,46.59
17.7,38.52,1020.15,69.8
13.65,44.6,1017.99,87.04
22.5,64.69,1007.03,74.92
20.41,56.03,1019.94,55.85
23.35,71.85,1009.32,73.48
23.72,58.62,1016.65,69.1
24.0,75.23,1010.69,72.46
27.86,63.07,1011.11,56.81
18.2,45.01,1013.82,68.14
8.61,41.04,1024.81,95.6
28.88,73.68,1015.25,47.73
20.99,50.78,1008.55,75.14
23.95,58.79,1010.45,74.34
29.89,65.74,1012.95,51.36
32.22,70.8,1009.9,62.03
19.24,56.89,1014.29,72.97
18.63,61.27,1019.69,73.67
26.05,58.59,1012.32,49.83
6.31,42.07,1004.61,77.74
9.09,41.92,1029.36,91.0
26.31,48.6,1002.64,60.04
18.63,48.92,1011.37,71.72
24.1,71.97,1009.92,91.27
24.26,69.71,1008.98,81.58
5.84,43.02,1013.88,87.42
18.81,45.01,1015.28,65.91
20.32,39.72,1001.38,57.21
25.97,57.32,1012.13,47.48
30.13,78.05,1010.99,61.5
19.31,44.71,1016.13,30.59
25.26,52.3,1006.65,64.64
23.67,71.77,1004.76,86.13
20.95,70.72,1009.96,87.73
14.77,41.39,1018.95,65.61
12.36,52.75,1026.04,68.71
22.7,59.92,1011.05,90.84
31.95,70.79,1003.8,55.25
15.79,44.89,1010.19,84.61
31.98,70.17,999.43,59.42
10.55,41.26,1007.77,99.1
5.86,40.62,1017.03,85.06
12.65,44.34,1014.74,92.81
18.28,41.1,1002.0,65.69
14.46,45.87,1009.21,84.09
8.37,40.92,1021.82,86.03
26.06,49.02,1007.59,74.08
14.79,46.48,1007.46,92.4
22.66,61.27,1019.29,55.43
7.26,40.69,1020.43,90.22
22.51,59.21,1018.35,71.97
25.69,62.26,1011.38,74.08
16.09,50.59,1015.69,84.41
31.7,76.09,1007.06,72.39
29.98,67.22,1014.22,52.69
31.1,68.51,1012.99,54.3
24.55,58.86,1015.22,60.53
13.38,40.89,1010.48,92.55
25.27,69.89,1015.21,79.33
20.36,65.27,1011.73,70.8
28.83,66.44,1008.47,77.49
28.37,67.07,1005.65,56.13
14.63,41.23,998.96,86.4
19.96,39.53,1006.16,62.77
24.38,60.84,1017.85,62.23
27.6,67.25,1017.78,54.25
29.93,71.85,1008.43,66.64
12.27,41.17,1019.39,52.18
20.56,60.08,1017.79,78.08
14.44,42.32,1015.61,76.85
7.55,38.08,1019.37,76.32
11.46,39.1,1010.17,100.15
13.16,40.71,1021.99,77.91
16.01,49.64,1026.35,77.75
24.64,58.49,1011.2,72.67
8.35,43.52,1022.78,97.34
12.22,40.71,1021.25,80.83
29.63,66.75,1018.08,58.46
18.48,52.05,1012.41,68.2
12.35,40.73,1019.03,95.53
22.07,50.78,1008.6,61.33
27.63,64.96,1006.3,75.38
28.32,71.32,1008.02,78.82
28.87,71.97,1008.74,82.61
29.28,65.71,1013.76,48.05
7.61,39.37,1015.84,83.73
19.45,38.52,1017.99,62.86
27.06,61.41,1011.99,45.23
27.28,78.92,1011.05,75.48
11.99,49.83,1008.33,95.2
8.38,39.22,1015.03,75.14
9.26,44.68,1023.22,91.44
32.83,74.16,1007.57,60.2
14.22,40.83,1009.2,81.32
19.93,56.65,1020.7,62.82
13.61,38.47,1015.1,54.98
27.89,69.88,1007.99,85.62
20.3,58.41,1014.05,86.38
31.46,77.17,1009.26,59.61
25.25,58.46,1015.54,70.76
30.52,71.77,1006.22,56.4
21.5,61.5,1008.43,78.13
5.21,41.31,1003.51,91.23
23.84,49.21,1013.85,50.36
12.27,41.17,1019.41,58.1
27.58,66.48,1004.82,51.23
27.51,71.32,1007.59,80.02
20.32,67.71,1007.42,63.71
10.07,41.39,1019.89,70.53
22.75,58.86,1016.0,67.34
27.06,72.58,1009.24,90.31
16.61,45.87,1009.34,97.93
24.49,68.61,1010.56,64.03
16.76,53.16,1014.13,81.87
33.24,74.34,1002.58,45.05
16.23,43.69,1016.4,68.9
23.02,63.47,1012.21,80.61
20.13,43.43,1009.75,66.16
32.89,73.68,1014.45,52.34
23.23,71.77,1005.01,88.1
19.72,66.51,1015.07,74.7
22.1,68.12,1012.71,79.77
14.08,41.93,1023.02,59.41
23.82,73.67,1007.26,88.16
26.52,43.77,1011.49,46.98
23.75,59.07,1007.73,88.82
30.33,70.36,1006.72,70.31
31.51,71.97,1007.84,71.18
24.48,64.45,1014.69,51.43
10.33,40.62,1017.41,64.22
10.53,41.26,1007.48,98.74
20.58,54.5,1015.04,89.83
14.85,39.39,1013.93,76.27
6.06,43.65,1014.36,83.94
23.97,68.67,1006.63,76.83
6.52,39.85,1012.55,86.36
24.01,42.48,1011.39,55.1
30.95,73.06,1008.86,74.86
8.91,43.52,1022.78,98.0
12.15,71.14,1019.56,86.06
23.32,69.23,1011.75,75.59
25.65,69.45,1013.95,50.42
22.16,65.48,1017.22,70.51
21.47,50.12,1009.19,93.68
9.54,41.17,1019.79,65.61
13.94,38.47,1015.03,53.9
6.8,37.8,1021.09,70.02
17.77,52.9,1020.11,81.51
24.49,59.87,1018.4,59.95
19.09,66.51,1015.11,76.38
17.55,45.87,1008.07,80.98
17.75,42.24,1016.86,61.52
24.47,58.05,1011.27,71.7
26.16,70.04,1009.63,73.22
21.04,74.87,1009.09,88.25
16.57,43.7,1015.67,71.95
16.78,41.35,1000.23,70.52
10.94,39.04,1021.62,86.41
10.44,39.04,1023.99,85.03
16.69,46.18,1011.0,97.85
29.75,70.32,1007.35,55.8
13.56,41.48,1008.53,87.2
29.93,69.48,1009.21,54.59
28.32,47.93,1003.26,54.5
28.57,69.84,1003.57,66.55
28.02,71.77,1006.5,72.41
7.18,38.56,1016.49,70.37
22.28,60.27,1018.98,84.12
14.91,40.73,1017.44,86.91
10.35,38.38,1020.77,74.55
4.93,35.19,1018.04,92.94
26.23,59.87,1012.93,66.62
11.42,40.35,1011.55,82.71
27.57,71.32,1002.59,76.68
9.29,34.03,1018.84,74.81
27.08,66.05,1017.91,59.1
28.11,66.17,1010.51,65.16
27.3,56.85,1011.66,36.09
24.92,48.92,1010.11,36.53
14.87,41.2,1016.27,70.51
15.78,41.16,1008.43,80.25
14.33,42.86,1010.82,88.59
17.29,44.06,1016.24,77.56
21.08,44.05,1008.13,72.52
17.27,43.52,1021.37,76.73
22.35,54.42,1012.46,75.01
20.59,59.8,1015.27,77.94
31.63,70.17,999.4,59.94
21.38,58.33,1013.05,72.75
22.33,71.94,1011.06,82.85
9.68,38.16,1015.54,79.67
23.35,47.01,1015.03,73.9
25.82,57.19,1007.99,62.95
13.31,42.18,1016.0,83.94
13.12,52.75,1023.69,67.5
14.1,43.34,1012.91,86.45
18.61,47.83,1006.43,78.89
26.39,49.16,1005.68,56.18
15.55,40.66,1016.21,88.5
27.56,63.9,1013.23,45.97
26.81,61.47,1009.68,68.34
28.31,71.85,1009.0,77.56
22.55,69.84,1006.57,76.29
25.56,75.6,1017.37,69.31
16.81,38.52,1018.26,75.21
23.81,57.5,1015.53,70.66
12.54,44.03,1007.05,84.03
14.16,39.28,1015.63,77.29
9.76,40.71,1020.88,91.82
12.19,40.05,1014.77,84.39
12.82,46.18,1018.53,88.46
12.81,44.34,1015.55,90.37
13.09,43.67,1012.22,91.91
30.85,68.94,1007.31,68.99
25.35,65.18,1012.67,70.36
15.62,41.76,1023.82,66.17
24.37,63.47,1012.77,75.22
26.16,59.87,1013.24,71.92
17.23,41.1,1002.45,68.88
10.62,42.02,999.83,96.66
27.06,43.77,1011.02,42.61
20.67,63.56,1013.27,79.39
17.77,56.53,1019.57,79.89
21.75,45.09,1014.15,44.84
20.16,57.76,1019.34,72.1
15.92,37.64,1014.93,83.73
26.48,73.06,1008.07,90.73
13.78,40.73,1017.55,94.28
12.28,40.55,1005.72,98.56
8.99,41.26,1020.52,91.96
23.43,51.43,1011.31,73.55
28.8,70.02,1010.76,49.61
14.55,40.73,1018.36,89.12
22.83,65.18,1012.24,79.74
6.9,39.81,1016.74,88.24
24.38,47.01,1015.17,68.96
9.12,41.49,1020.58,96.23
27.42,65.74,1013.43,69.42
14.33,45.51,1015.42,71.55
5.62,41.38,1020.91,86.21
8.94,36.71,1025.5,80.45
26.25,52.09,1013.2,53.12
28.09,70.02,1010.84,51.29
25.85,75.08,1006.24,57.73
11.83,44.21,1019.37,85.31
30.01,68.27,1006.88,51.67
10.51,44.78,1012.59,85.29
26.98,70.94,1007.99,68.16
23.63,73.18,1012.29,88.81
14.96,43.02,1012.77,42.93
14.09,45.87,1009.05,84.09
6.76,40.62,1015.67,87.16
12.97,49.83,1008.69,91.49
7.29,41.04,1024.06,89.19
21.67,50.32,1008.41,85.99
10.61,43.79,1016.03,76.33
14.52,40.35,1011.11,69.84
14.54,42.99,1009.27,90.88
7.45,43.13,1019.31,86.32
23.27,64.15,1020.98,71.18
29.29,71.14,1011.49,49.97
27.19,64.27,1013.06,58.13
17.63,40.55,1002.27,73.42
23.39,71.25,1005.22,93.7
25.45,75.23,1011.41,73.33
10.24,41.17,1019.73,82.04
11.44,34.03,1018.57,74.06
13.92,39.58,1012.5,80.28
29.84,58.9,1005.24,56.18
23.56,60.77,1017.93,76.34
28.82,77.24,1008.35,78.93
26.84,70.36,1007.41,71.47
4.96,40.07,1011.8,67.38
23.7,70.32,1007.21,66.85
6.69,40.64,1020.54,92.83
14.47,41.76,1021.98,78.41
20.27,57.76,1016.66,75.76
32.0,73.17,1009.94,40.48
14.05,40.35,1011.52,66.21
28.17,63.13,1012.44,66.61
7.25,41.14,1024.99,95.85
18.92,44.06,1017.47,68.75
18.72,60.07,1015.81,70.55
24.51,58.79,1016.11,61.7
13.2,44.9,1022.43,87.68
14.12,40.92,1022.46,73.28
25.16,58.82,1009.63,72.62
10.23,43.72,1011.18,97.93
15.1,41.35,1003.84,97.89
17.51,41.85,1016.25,72.03
28.08,73.17,1011.19,73.1
22.65,68.67,1006.67,77.42
25.15,57.32,1012.41,41.84
24.01,46.93,1013.3,52.24
12.75,42.34,1018.17,94.67
7.78,39.18,1024.62,85.15
27.36,48.6,1003.18,54.93
20.57,44.9,1008.39,62.69
26.1,62.91,1012.44,60.91
11.08,38.16,1014.45,74.99
23.43,60.32,1015.34,69.34
20.74,58.2,1017.54,70.66
11.22,40.22,1011.01,81.67
10.41,36.71,1022.02,84.56
25.37,58.33,1013.49,51.42
8.64,39.69,1001.57,98.27
25.13,57.69,1007.43,78.43
30.2,71.85,1008.25,59.1
15.5,44.34,1019.21,65.21
24.43,58.95,1017.18,57.73
19.58,50.12,1009.82,100.1
21.4,68.28,1008.2,60.34
14.88,42.28,1007.26,71.3
11.26,40.43,1025.68,74.67
18.16,39.99,1007.73,70.54
11.77,39.39,1012.9,85.8
23.57,63.91,1011.65,80.74
33.4,69.98,1013.29,47.78
14.2,45.51,1015.36,74.85
4.84,38.5,1011.96,81.62
13.41,45.0,1021.65,45.24
28.51,74.78,1009.84,59.06
23.89,65.18,1012.46,78.29
25.62,58.82,1010.02,70.31
15.43,41.1,1005.2,85.06
7.36,40.07,1017.29,52.55
24.65,52.36,1014.76,66.63
33.8,64.96,1004.88,49.37
26.89,70.32,1012.39,87.17
15.4,40.69,1015.1,70.25
14.56,25.88,1009.46,78.22
25.09,65.46,1015.29,40.13
29.83,71.43,1011.93,55.8
23.93,65.59,1011.09,87.26
24.27,68.28,1005.43,67.63
28.44,74.93,1013.88,52.0
12.04,38.25,1013.08,82.45
10.72,41.17,1019.68,60.71
20.74,59.8,1015.46,76.39
16.81,45.87,1008.7,98.0
12.51,41.14,1027.36,87.86
13.2,40.83,1007.75,94.98
13.92,43.41,1015.12,61.64
13.9,41.17,1016.84,72.9
16.69,44.78,1010.41,58.18
6.29,40.78,1024.75,96.37
5.49,40.81,1014.43,90.41
26.13,79.74,1005.61,90.27
18.59,41.1,1001.93,58.16
7.91,41.79,1021.86,54.92
16.36,43.99,1021.34,85.13
14.0,41.78,1010.96,48.37
23.94,51.95,1008.61,73.42
13.42,42.86,1013.88,85.13
16.38,45.64,1020.47,89.28
4.49,38.44,1015.47,76.96
21.91,58.62,1015.95,72.87
17.4,43.14,1018.51,75.31
9.61,44.03,1008.3,91.36
22.33,59.8,1016.84,67.09
26.41,68.24,1010.6,77.79
14.38,44.78,1010.8,66.58
13.58,44.47,1029.91,70.41
17.68,45.17,1017.5,77.57
21.01,58.96,1014.33,61.8
28.5,64.84,1011.47,54.41
21.48,47.43,1006.88,63.54
7.26,36.08,1021.47,83.15
30.69,69.89,1013.9,42.85
24.17,48.78,1018.08,75.14
31.05,69.13,1000.38,58.49
31.5,70.32,1011.44,64.09
10.15,41.46,1019.56,81.79
12.31,40.64,1020.71,94.6
32.91,73.56,1007.02,55.03
24.01,65.46,1014.17,43.02
26.97,67.32,1014.35,55.07
10.39,40.22,1006.59,87.77
11.04,45.51,1017.53,83.42
21.99,58.96,1014.09,61.3
30.63,74.22,1007.47,46.52
5.95,39.48,1005.16,63.6
6.53,42.85,1012.65,91.6
26.82,66.51,1016.32,55.76
22.56,70.79,1005.85,93.09
28.43,69.59,1008.79,73.33
31.88,70.36,1006.2,57.51
14.6,42.32,1015.71,77.03
13.48,41.92,1030.2,65.96
21.6,66.86,1013.02,54.19
28.85,71.32,1009.09,76.9
29.27,69.89,1015.21,67.16
26.0,70.47,1009.61,74.66
25.45,69.59,1008.51,83.17
16.84,39.63,1004.67,82.98
31.67,69.89,1013.88,39.33
26.65,74.67,1015.73,77.32
10.71,39.61,1018.72,73.66
12.1,44.77,1019.1,75.85
25.56,74.99,1005.41,85.75
23.22,69.04,1009.65,89.05
21.39,52.3,1009.52,88.67
23.05,62.52,1016.5,65.65
24.47,48.6,1002.49,75.04
24.51,65.12,1016.18,62.39
28.07,64.09,1005.41,64.09
30.04,68.08,1011.04,51.01
27.46,66.54,1002.39,67.09
20.02,58.66,1011.5,76.74
8.8,41.26,1008.08,96.52
18.89,43.56,1012.79,38.63
11.45,40.8,1027.74,78.6
15.79,50.88,1014.58,99.9
15.98,44.68,1018.48,85.94
15.3,43.14,1015.11,71.35
30.29,74.16,1008.77,75.23
12.64,41.26,1020.79,83.66
27.2,78.05,1010.15,90.2
31.1,69.51,1010.84,45.4
17.03,43.99,1021.5,82.32
8.51,39.66,1015.16,86.61
18.9,56.03,1020.77,71.83
10.96,41.93,1019.28,87.38
11.42,41.38,1021.98,60.19
30.7,71.58,1010.0,48.96
29.97,67.9,1006.09,61.6
27.76,69.4,1004.27,72.25
23.43,61.47,1007.84,87.11
13.97,39.16,1016.05,84.6
22.86,60.08,1017.2,67.11
32.09,70.4,1003.73,55.65
18.09,43.72,1008.64,74.15
23.63,60.93,1006.41,83.06
25.01,59.54,1007.91,80.93
15.29,44.88,1018.85,73.67
27.58,73.06,1009.63,88.31
14.09,41.66,1009.25,71.4
32.11,78.05,1010.36,58.78
11.21,40.75,1016.45,86.14
31.7,69.13,1000.29,46.27
28.4,74.93,1013.65,48.6
24.63,59.57,1010.45,85.36
23.64,69.94,1005.2,64.53
24.67,68.61,1010.71,57.47
30.08,67.25,1017.57,47.77
23.86,74.93,1016.88,71.44
25.06,52.36,1014.7,67.98
9.75,42.49,1010.57,83.63
26.13,71.64,1004.16,87.18
24.65,63.86,1018.37,56.15
7.32,39.42,1026.15,76.51
21.57,66.49,1014.76,68.19
24.09,73.68,1014.93,94.55
28.07,61.47,1008.68,64.83
11.3,40.55,1005.97,97.99
11.72,40.35,1012.08,83.98
18.53,39.72,1001.26,64.08
23.39,63.21,1011.91,84.57
12.54,41.62,1010.86,83.42
26.34,69.04,1009.44,72.06
23.62,68.63,1013.18,50.57
12.34,40.1,1015.77,92.26
27.23,71.77,1006.59,77.94
24.9,67.25,1017.77,66.17
31.35,67.32,1013.74,38.56
20.96,69.48,1011.04,82.63
10.47,43.14,1010.35,86.86
27.18,79.05,1008.99,94.32
15.14,37.85,1010.33,84.3
22.17,65.61,1014.71,70.91
12.87,41.5,1013.51,85.72
12.39,44.58,1016.38,84.95
17.83,66.86,1011.65,77.31
27.0,69.34,1008.88,74.4
31.53,70.36,1006.29,57.11
21.95,68.08,1012.91,69.36
